pl_name disc_facility tic_id pl_rade pl_bmasse pl_orbper pl_eqt pl_dens pl_trandep pl_trandur sy_jmag sy_tmag st_teff st_rad
"Kepler-1097 b" Kepler "TIC 123316380" 3.6 "" 187.7465 277.0 "" 0.1662 5.6547 13.838 14.6412 5323.0 0.83
"Kepler-1687 b" Kepler "TIC 416281238" 1.5 "" 5.77957133 598.0 "" 0.03966 2.5213 13.491 14.6674 4102.0 0.58
"Kepler-1176 b" Kepler "TIC 273582656" 2.21 "" 24.1738244 595.0 "" 0.05326 3.056 13.76 14.5186 5468.0 0.97
"Kepler-275 d" Kepler "TIC 137634395" 2.8 "" 35.6756 644.0 "" 0.0542 5.7744 14.277 14.8751 6495.0 1.14
"Kepler-208 e" Kepler "TIC 270781284" 1.45 "" 16.25934 722.0 "" 0.0139 4.2698 12.547 13.1288 5845.0 0.97
"Kepler-345 b" Kepler "TIC 271546191" 0.69 "" 7.41538 589.0 "" 0.0148 1.5905 12.309 13.2971 4401.0 0.58
"Kepler-1286 b" Kepler "TIC 351766517" 2.42 "" 11.25401871 888.0 "" 0.04334 4.759 14.017 14.6741 5995.0 1.12
"Kepler-1287 b" Kepler "TIC 158985675" 1.4 "" 11.47685 818.0 "" 0.0201 3.2937 13.925 14.5435 6037.0 0.95
"Kepler-378 b" Kepler "TIC 271354634" 2.38 "" 16.09231474 812.0 "" 0.01369 2.0028 10.846 11.7943 4799.0 1.82
"Kepler-1256 b" Kepler "TIC 159763320" 1.37 "" 12.41301 973.0 "" 0.0109 4.4504 12.486 13.1133 6438.0 1.3
"Kepler-299 e" Kepler "TIC 48304460" 1.71 "" 38.2856338 527.0 "" 0.03459 6.418 13.875 14.5326 5896.0 0.92
"KIC 9663113 b" Kepler "TIC 272844987" 3.78 "" 572.383277 232.0 "" 0.12973 23.162 12.823 13.4618 6065.0 1.01
"Kepler-1077 b" Kepler "TIC 159574927" 2.64 "" 34.3511874 576.0 "" 0.06434 4.222 13.83 14.5244 6091.0 0.97
"Kepler-359 b" Kepler "TIC 275568400" 2.8 "" 25.56294 572.0 "" 0.105 4.3993 14.736 15.3983 5999.0 0.81
"Kepler-360 c" Kepler "TIC 158213532" 2.11 "" 7.1864526 998.0 "" 0.0417 1.4341 13.642 14.3332 6052.0 1.03
"Kepler-1685 b" Kepler "TIC 272270869" 2.34 "" 20.49041 625.0 "" 0.06618 4.369 14.598 15.3554 5681.0 0.92
"Kepler-1263 b" Kepler "TIC 158270568" 1.14 "" 4.55139967 920.0 "" 0.01811 2.491 13.635 14.43 5310.0 0.79
"Kepler-55 c" Kepler "TIC 164884002" 1.85 "" 42.1406089 349.0 "" 0.08955 5.083 13.97 15.0506 4500.0 0.65
"Kepler-357 d" Kepler "TIC 159649595" 2.2 "" 49.50081 383.0 "" 0.1016 5.8598 13.991 14.8979 4978.0 0.72
"Kepler-1152 b" Kepler "TIC 159382189" 1.07 "" 1.646819 879.0 "" 0.0281 1.2565 12.495 13.6628 4072.0 0.53
"Kepler-1188 b" Kepler "TIC 164460740" 2.05 "" 17.1369408 775.0 "" 0.03621 6.416 13.921 14.5294 6218.0 1.08
"Kepler-325 d" Kepler "TIC 267671250" 2.8 "" 38.71585 542.0 "" 0.0793 3.4318 13.806 14.5024 5746.0 1.0
"Kepler-1211 b" Kepler "TIC 120578889" 2.64 "" 11.01819178 840.0 "" 0.05457 4.635 14.753 15.3535 6075.0 0.97
"Kepler-142 d" Kepler "TIC 27394293" 1.43 "" 41.8087668 587.0 "" 0.01348 7.57 12.092 12.7501 5726.0 1.24
"Kepler-304 d" Kepler "TIC 377909730" 3.25 "" 9.6534764 709.0 "" 0.14322 2.8972 13.243 14.1673 4910.0 0.89
"Kepler-1049 b" Kepler "TIC 158489095" 0.81 "" 3.27344784 625.0 "" 0.02625 1.7292 11.971 13.2115 3758.0 0.5
"Kepler-954 b" Kepler "TIC 27645404" 2.33 "" 16.78176602 558.0 "" 0.09116 3.7533 11.409 12.3187 4936.0 0.76
"Kepler-1190 b" Kepler "TIC 48504464" 1.26 "" 10.45843441 601.0 "" 0.0332 3.102 12.862 13.8287 4702.0 0.69
"Kepler-1326 b" Kepler "TIC 184417262" 3.7 "" 42.35113 685.0 "" 0.062 7.7678 11.952 12.4157 6858.0 1.34
"Kepler-1327 b" Kepler "TIC 299153388" 1.8 "" 14.88811 833.0 "" 0.0252 4.982 12.788 13.4317 6146.0 1.14
"Kepler-1114 b" Kepler "TIC 268612417" 1.28 "" 14.97436238 631.0 "" 0.02654 2.4461 12.438 13.2211 5311.0 0.8
"Kepler-1116 b" Kepler "TIC 63076026" 2.37 "" 41.6977827 489.0 "" 0.0751 5.423 13.974 14.7188 5737.0 0.87
"Kepler-1118 b" Kepler "TIC 239238425" 2.56 "" 38.6715075 502.0 "" 0.06475 5.567 13.505 14.3673 5432.0 0.91
"Kepler-1120 b" Kepler "TIC 159573412" 1.5 "" 2.949017 963.0 "" 0.0365 2.0906 13.79 14.6662 4929.0 0.71
"Kepler-1214 b" Kepler "TIC 48528473" 2.7 "" 18.82735 580.0 "" 0.0757 2.5602 13.832 14.6382 5019.0 0.93
"Kepler-1218 b" Kepler "TIC 159763595" 1.36 "" 22.9221266 684.0 "" 0.015 8.261 12.501 13.1286 5897.0 1.08
"Kepler-1347 b" Kepler "TIC 172422725" 0.99 "" 14.00947528 617.0 "" 0.01755 3.405 12.028 12.8483 5153.0 0.77
"Kepler-57 c" Kepler "TIC 270615136" 1.58 "" 11.609257 652.0 "" 0.0482 1.7074 13.437 14.2169 5294.0 0.74
"Kepler-804 c" Kepler "TIC 275573295" 1.17 "" 9.65185017 875.0 "" 0.01084 4.457 12.631 13.2823 5775.0 1.03
"Kepler-1327 b" Kepler "TIC 299153388" 1.9 "" 14.88801098 831.0 "" 0.02605 5.062 12.788 13.4317 6143.0 1.12
"Kepler-903 c" Kepler "TIC 121732589" 2.23 "" 62.9228557 424.0 "" 0.04706 11.298 13.385 14.1144 5735.0 0.85
"Kepler-313 c" Kepler "TIC 28448998" 1.7 "" 32.2752118 608.0 "" 0.02404 7.066 12.868 13.5993 5900.0 1.07
"Kepler-1204 b" Kepler "TIC 159043952" 3.14 "" 85.7350285 448.0 "" 0.08433 7.457 14.119 14.816 6096.0 1.08
"Kepler-318 c" Kepler "TIC 274198407" 3.48 "" 11.8150174 762.0 "" 0.1003 2.834 12.148 12.7994 5729.0 0.94
"Kepler-411 b" Kepler "TIC 399954349" 1.94 "" 3.0051557 985.0 "" 0.06807 1.9686 10.641 11.6052 4987.0 0.77
"Kepler-973 b" Kepler "TIC 267747398" 2.4 "" 49.60805 421.0 "" 0.0647 3.0556 11.845 12.6708 5226.0 0.81
"Kepler-973 b" Kepler "TIC 267747398" 2.12 "" 49.6075771 402.0 "" 0.06267 2.9575 11.845 12.6708 5187.0 0.77
"Kepler-1207 b" Kepler "TIC 27390527" 1.53 "" 13.68237119 802.0 "" 0.01984 4.163 13.365 13.9921 6102.0 1.03
"Kepler-1397 b" Kepler "TIC 269030207" 1.58 "" 47.44949 509.0 "" 0.0249 10.8258 12.849 13.6016 5905.0 0.97
"Kepler-1401 b" Kepler "TIC 121272493" 1.7 "" 11.20058855 808.0 "" 0.02199 4.562 13.871 14.5208 6038.0 0.9
"Kepler-203 d" Kepler "TIC 169084431" 1.18 "" 11.32984 793.0 "" 0.0172 3.445 12.859 13.4773 5924.0 0.91
"Kepler-401 b" Kepler "TIC 267746315" 1.84 "" 14.3832267 889.0 "" 0.01785 8.378 12.277 12.883 6115.0 1.29
"Kepler-204 c" Kepler "TIC 120495446" 1.47 "" 25.6595 669.0 "" 0.0171 4.7299 12.846 13.4265 6098.0 1.07
"Kepler-1047 b" Kepler "TIC 299029323" 1.79 "" 56.1886887 468.0 "" 0.03522 6.089 12.174 12.8429 5798.0 0.96
"Kepler-1063 b" Kepler "TIC 122451550" 1.15 "" 14.07971466 694.0 "" 0.01734 1.3354 11.159 12.034 5568.0 0.88
"Kepler-1345 b" Kepler "TIC 63288941" 2.9 "" 44.61731 694.0 "" 0.0271 7.8882 12.802 13.3496 6774.0 1.46
"Kepler-1347 b" Kepler "TIC 172422725" 0.99 "" 14.00947528 617.0 "" 0.01755 3.405 12.028 12.8483 5153.0 0.77
"Kepler-1132 b" Kepler "TIC 405719448" 2.5 "" 62.8917493 384.0 "" 0.0791 6.831 14.167 14.9191 5052.0 0.85
"Kepler-370 c" Kepler "TIC 137411225" 1.88 "" 19.02339 648.0 "" 0.0382 3.8962 13.977 14.6657 5836.0 0.88
"Kepler-370 c" Kepler "TIC 137411225" 1.91 "" 19.023152 649.0 "" 0.04522 3.397 13.977 14.6657 5845.0 0.87
"Kepler-1136 b" Kepler "TIC 164671623" 1.54 "" 2.36172433 922.0 "" 0.05942 1.2234 13.869 14.9222 4478.0 0.65
"Kepler-310 d" Kepler "TIC 158840828" 2.5 "" 92.8756 386.0 "" 0.0638 7.1491 13.056 13.7728 5818.0 0.9
"Kepler-136 c" Kepler "TIC 272375343" 1.84 "" 16.39922 817.0 "" 0.0213 3.6428 10.804 11.3668 6158.0 1.21
"Kepler-1196 b" Kepler "TIC 63210324" 2.01 "" 66.1849031 431.0 "" 0.05375 4.788 13.647 14.343 5893.0 0.87
"Kepler-230 c" Kepler "TIC 377782363" 2.13 "" 91.77221 358.0 "" 0.07131 6.363 13.824 14.5493 5588.0 0.8
"Kepler-238 f" Kepler "TIC 121460918" 2.0 "" 50.4454 461.0 "" 0.0376 7.8835 13.894 14.538 5779.0 0.9
"Kepler-722 c" Kepler "TIC 159304532" 2.71 "" 105.144749 401.0 "" 0.07045 7.239 14.261 14.9054 6077.0 1.0
"Kepler-1223 b" Kepler "TIC 164889945" 1.12 "" 16.30177 512.0 "" 0.0228 4.0154 13.055 13.9552 4761.0 0.66
"Kepler-1301 b" Kepler "TIC 158278132" 1.35 "" 9.08233411 734.0 "" 0.02969 2.008 13.963 14.8068 5354.0 0.79
"Kepler-1304 b" Kepler "TIC 399819857" 2.31 "" 16.1288853 627.0 "" 0.04537 5.938 13.604 14.4506 5295.0 0.82
"Kepler-1305 b" Kepler "TIC 273131845" 1.75 "" 13.5630972 733.0 "" 0.03868 5.632 14.493 15.1972 5853.0 0.9
"Kepler-610 c" Kepler "TIC 275491028" 2.63 "" 151.86392 318.0 "" 0.08412 8.622 13.601 14.2686 5713.0 0.89
"Kepler-191 b" Kepler "TIC 159647213" 1.34 "" 9.93967857 701.0 "" 0.03011 2.961 13.42 14.2068 5275.0 0.79
"Kepler-195 c" Kepler "TIC 298837729" 1.71 "" 34.0963441 469.0 "" 0.04727 3.896 13.531 14.2589 5320.0 0.79
"Kepler-325 c" Kepler "TIC 267671250" 3.18 "" 12.76220558 721.0 "" 0.06538 2.0688 13.806 14.5024 5445.0 0.94
"K2-4 b" K2 "TIC 49462779" 2.37 "" 10.00329 563.0 "" "" "" 12.367 13.533 4197.0 0.6
"K2-5 c" K2 "TIC 38064757" 1.92 "" 10.93406 511.0 "" "" "" 12.449 13.5383 4102.0 0.52
"K2-7 b" K2 "TIC 53210555" 2.67 "" 28.67992 651.0 "" 0.053 "" 11.952 12.6109 5772.0 0.96
"Kepler-1178 b" Kepler "TIC 158729099" 0.63 "" 31.8055128 378.0 "" 0.01417 3.979 12.323 13.3643 4729.0 0.53
"Kepler-430 c" Kepler "TIC 26748113" 1.48 "" 110.97378 423.0 "" 0.0143 12.388 12.743 13.3844 5831.0 1.24
"Kepler-1536 b" Kepler "TIC 62999585" 2.98 "" 364.758031 166.0 "" 0.16195 13.006 13.306 14.3805 4386.0 0.63
"Kepler-1539 b" Kepler "TIC 164671591" 2.67 "" 133.303247 301.0 "" 0.10175 7.342 13.931 14.7245 5064.0 0.86
"Kepler-1540 b" Kepler "TIC 237158408" 2.3 "" 125.4131177 238.0 "" 0.14039 2.2134 12.25 13.3323 4366.0 0.64
"Kepler-1254 c" Kepler "TIC 48506710" 1.32 "" 3.60084276 954.0 "" 0.03069 1.981 13.866 14.7078 5130.0 0.76
"Kepler-1254 c" Kepler "TIC 48506710" 1.32 "" 3.60084276 954.0 "" 0.03069 1.981 13.866 14.7078 5130.0 0.76
"Kepler-354 c" Kepler "TIC 120578185" 1.33 "" 16.9347748 508.0 "" 0.03561 3.567 13.875 14.8554 4650.0 0.71
"Kepler-1454 b" Kepler "TIC 267570002" 1.7 "" 47.0319479 437.0 "" 0.04716 5.906 13.623 14.3859 5544.0 0.76
"Kepler-1627 b" Kepler "TIC 120105470" 3.15 "" 7.20283653 794.0 "" 0.1911 2.886 11.69 12.5267 5388.0 0.72
"K2-5 b" K2 "TIC 38064757" 1.91 "" 5.73594 565.0 "" "" 2.654 12.449 13.5383 3930.0 0.57
"K2-239 b" K2 "TIC 374339566" 1.1 "" 5.24 502.0 "" 0.067 1.4664 10.781 12.2352 3420.0 0.36
"Kepler-185 c" Kepler "TIC 123490444" 1.88 "" 20.72913358 550.0 "" 0.05831 2.7704 13.05 13.8733 5205.0 0.79
"Kepler-1649 b" Kepler "TIC 137558813" 0.57 "" 8.68907042 211.0 "" 0.2349 1.0357 13.379 14.9673 2703.0 0.12
"Kepler-1254 d" Kepler "TIC 48506710" 1.35 "" 5.72717226 817.0 "" 0.0327 2.177 13.866 14.7078 5130.0 0.76
"Kepler-1580 b" Kepler "TIC 120688631" 2.44 "" 56.644452 733.0 "" 0.01046 16.551 11.584 12.1453 6237.0 2.29
"Kepler-1445 b" Kepler "TIC 351766604" 1.09 "" 10.60052083 987.0 "" 0.00609 4.509 11.436 12.0406 6035.0 1.3
"Kepler-1448 b" Kepler "TIC 298834402" 1.73 "" 12.27065865 811.0 "" 0.03165 3.106 13.38 13.925 6075.0 0.97
"Kepler-1606 b" Kepler "TIC 158218731" 1.98 "" 196.435224 276.0 "" 0.06078 8.602 13.875 14.5917 5536.0 0.82
"Kepler-444 d" Kepler "TIC 394172596" 0.4 "" 6.18940639 721.0 "" 0.00475 2.2112 7.244 8.1115 5032.0 0.59
"Kepler-1451 b" Kepler "TIC 138217479" 2.9 "" 35.622233 521.0 "" 0.07787 5.146 14.069 14.7934 5796.0 0.87
"Kepler-1643 b" Kepler "TIC 239307743" 1.72 "" 5.34264507 796.0 "" 0.06887 2.401 12.284 13.1905 5094.0 0.67
"Kepler-1482 b" Kepler "TIC 279917678" 0.83 "" 12.25383217 642.0 "" 0.01393 2.213 12.441 13.2155 5356.0 0.69
"K2-35 b" K2 "TIC 363478257" 1.4 "" 2.39984 979.0 "" "" 2.064 12.144 13.1872 4680.0 0.72
"K2-36 c" K2 "TIC 363445121" 2.8 "" 5.34059 793.0 "" "" 1.267 10.034 10.9128 4924.0 0.74
"Kepler-1226 b" Kepler "TIC 27845000" 1.36 "" 17.2923453 734.0 "" 0.01966 6.724 13.068 13.7054 6184.0 0.96
"Kepler-174 d" Kepler "TIC 158434144" 2.1 "" 247.354265 194.0 "" 0.13229 8.686 12.791 13.6906 4590.0 0.59
"Kepler-205 b" Kepler "TIC 399822422" 1.17 "" 2.7556371 669.0 "" 0.05464 1.8503 11.608 12.721 3834.0 0.48
"Kepler-614 b" Kepler "TIC 274017990" 2.9 "" 14.034832 661.0 "" 0.0864 3.7923 13.195 13.9703 5286.0 0.84
"Kepler-185 c" Kepler "TIC 123490444" 1.88 "" 20.72913358 550.0 "" 0.05831 2.7704 13.05 13.8733 5205.0 0.79
"Kepler-26 e" Kepler "TIC 164833065" 2.13 "" 46.82767725 276.0 "" 0.15377 1.9033 13.408 14.5837 3879.0 0.54
"Kepler-1030 b" Kepler "TIC 270617362" 2.14 "" 19.3296 497.0 "" 0.0978 3.901 14.197 15.0765 4941.0 0.67
"Kepler-1593 b" Kepler "TIC 239306899" 1.91 "" 174.509835 187.0 "" 0.174 7.098 14.188 15.1695 4366.0 0.46
"Kepler-244 d" Kepler "TIC 158426969" 2.69 "" 20.0504494 622.0 "" 0.08409 4.556 14.306 15.0348 5527.0 0.93
"Kepler-879 b" Kepler "TIC 27639443" 2.54 "" 33.3855938 580.0 "" 0.05576 5.0514 13.074 13.76 5833.0 1.02
"Kepler-19 b" Kepler "TIC 122375047" 2.53 "" 9.287009 781.0 "" 0.0696 3.5406 10.719 11.3992 5541.0 0.86
"Kepler-1599 b" Kepler "TIC 120768052" 1.83 "" 122.363553 408.0 "" 0.02554 9.32 13.735 14.4154 6003.0 1.14
"Kepler-446 c" Kepler "TIC 123417850" 1.4 "" 3.03620874 520.0 "" 0.18205 0.9324 13.591 15.0772 3464.0 0.33
"Kepler-176 e" Kepler "TIC 271159950" 1.51 "" 51.1658019 398.0 "" 0.02592 4.637 13.097 13.9508 4963.0 0.83
"Kepler-1614 b" Kepler "TIC 48451562" 1.4 "" 3.94660745 981.0 "" 0.03094 2.705 14.588 15.3655 5376.0 0.81
"Kepler-442 b" Kepler "TIC 120499135" 1.56 "" 112.306839 260.0 "" 0.06141 5.63 13.233 14.2328 4569.0 0.65
"Kepler-442 b" Kepler "TIC 120499135" 1.3 "" 112.303136 241.0 "" 0.05021 5.869 13.233 14.2328 4401.0 0.59
"Kepler-1457 b" Kepler "TIC 164646534" 1.75 "" 51.1110243 478.0 "" 0.03951 7.987 12.944 13.5729 5968.0 0.88
"Kepler-1458 b" Kepler "TIC 258349285" 2.93 "" 47.9872764 493.0 "" 0.09128 4.756 12.936 13.6833 5641.0 0.98
"Kepler-1185 b" Kepler "TIC 121121775" 1.39 "" 104.3519624 355.0 "" 0.02438 3.695 11.386 12.0699 5650.0 0.87
"Kepler-452 b" Kepler "TIC 272174474" 1.09 "" 384.847556 220.0 "" 0.01899 9.969 12.263 12.9154 5579.0 0.8
"Kepler-274 c" Kepler "TIC 137892978" 1.95 "" 33.1981054 594.0 "" 0.03752 4.514 13.773 14.5312 6020.0 1.01
"Kepler-1466 b" Kepler "TIC 159178000" 1.31 "" 31.1748311 585.0 "" 0.02002 3.79 12.815 13.4293 6086.0 0.92
"Kepler-1164 b" Kepler "TIC 121275496" 1.05 "" 3.976032 957.0 "" 0.0182 2.2563 12.719 13.5197 5179.0 0.79
"Kepler-1397 b" Kepler "TIC 269030207" 1.37 "" 47.449955 499.0 "" 0.02263 10.747 12.849 13.6016 5869.0 0.91
"Kepler-171 d" Kepler "TIC 239229224" 1.94 "" 39.59492 480.0 "" 0.0537 5.5171 13.586 14.3784 5632.0 0.83
"Kepler-1359 b" Kepler "TIC 159102744" 3.24 "" 59.4970952 369.0 "" 0.13017 5.602 14.042 15.0669 4817.0 0.83
"K2-15 b" K2 "TIC 366696612" 2.48 "" 11.8104 676.0 "" 0.121 "" 13.067 13.8622 5131.0 0.68
"Kepler-1602 b" Kepler "TIC 138299395" 0.97 "" 11.17931605 883.0 "" 0.00879 3.043 12.386 12.913 6258.0 1.03
"Kepler-1621 b" Kepler "TIC 273238089" 1.96 "" 92.263714 457.0 "" 0.02938 9.862 13.942 14.5519 6343.0 1.14
"Kepler-1105 b" Kepler "TIC 123231917" 1.33 "" 4.421539 660.0 "" 0.0594 1.9413 13.147 14.3245 4230.0 0.55
"Kepler-1309 b" Kepler "TIC 171098231" 2.27 "" 28.8432647 491.0 "" 0.08649 3.1 14.141 15.5302 5151.0 0.79
"Kepler-383 c" Kepler "TIC 137150599" 1.26 "" 31.20013 404.0 "" 0.0319 3.7038 13.367 14.3821 4701.0 0.65
"Kepler-384 c" Kepler "TIC 158114249" 1.2 "" 45.3485277 491.0 "" 0.01763 4.627 12.419 13.0988 5585.0 0.91
"Kepler-385 b" Kepler "TIC 27082352" 2.29 "" 10.04325 895.0 "" 0.0447 5.1359 14.156 14.7468 6084.0 1.04
"Kepler-388 c" Kepler "TIC 164786156" 0.96 "" 13.29706969 515.0 "" 0.02426 3.34 13.261 14.2916 4500.0 0.63
"Kepler-332 d" Kepler "TIC 158272257" 1.41 "" 34.2113054 481.0 "" 0.02604 4.944 12.558 13.4066 5141.0 0.86
"Kepler-1294 b" Kepler "TIC 159721015" 3.02 "" 115.6862258 375.0 "" 0.10474 4.625 14.021 14.6723 6032.0 0.93
"Kepler-1294 b" Kepler "TIC 159721015" 3.52 "" 115.6863392 401.0 "" 0.09459 4.65 14.021 14.6723 5800.0 1.15
"Kepler-1022 b" Kepler "TIC 159051188" 2.02 "" 10.994615 512.0 "" 0.0907 1.7371 13.54 14.6155 4379.0 0.58
"Kepler-1022 b" Kepler "TIC 159051188" 2.02 "" 10.99469878 512.0 "" 0.09718 1.6434 13.54 14.6155 4302.0 0.59
"Kepler-1046 b" Kepler "TIC 272601000" 1.61 "" 14.37508035 776.0 "" 0.02515 2.9658 12.123 12.8029 6063.0 1.01
"Kepler-364 b" Kepler "TIC 123358019" 1.45 "" 25.7457529 728.0 "" 0.01482 7.003 12.676 13.2322 6484.0 1.17
"Kepler-373 c" Kepler "TIC 299218776" 1.43 "" 16.72617 671.0 "" 0.0205 2.7866 13.28 13.9901 5803.0 0.87
"Kepler-373 c" Kepler "TIC 299218776" 1.15 "" 16.726052 665.0 "" 0.01818 2.752 13.28 13.9901 5783.0 0.84
"Kepler-334 c" Kepler "TIC 158394479" 1.48 "" 12.758079 815.0 "" 0.0191 4.081 11.71 12.3108 6095.0 1.0
"Kepler-332 b" Kepler "TIC 158272257" 1.21 "" 7.62635494 703.0 "" 0.02961 2.4168 12.558 13.4066 4955.0 0.72
"Kepler-1500 b" Kepler "TIC 121786521" 1.08 "" 15.0330105 760.0 "" 0.01371 5.416 13.476 14.1319 6033.0 0.92
"Kepler-1500 b" Kepler "TIC 121786521" 1.08 "" 15.0330105 760.0 "" 0.01371 5.416 13.476 14.1319 6033.0 0.92
"Kepler-339 b" Kepler "TIC 26817284" 1.46 "" 4.97761996 954.0 "" 0.02937 2.5378 13.28 14.0018 5627.0 0.81
"Kepler-197 e" Kepler "TIC 27397848" 1.12 "" 25.20971 703.0 "" 0.0073 6.4688 10.814 11.4036 5877.0 1.18
"Kepler-1086 c" Kepler "TIC 271545939" 2.74 "" 161.5163345 203.0 "" 0.21834 6.456 13.691 14.7736 4137.0 0.61
"Kepler-240 b" Kepler "TIC 122712446" 1.54 "" 4.14451776 884.0 "" 0.04212 2.3683 14.113 15.0097 4988.0 0.77
"Kepler-377 b" Kepler "TIC 184015535" 1.16 "" 12.50948 835.0 "" 0.012 4.1358 12.801 13.4007 6207.0 1.01
"Kepler-1012 b" Kepler "TIC 158986490" 1.29 "" 5.50860439 931.0 "" 0.02121 2.9468 12.064 12.8119 5451.0 0.9
"Kepler-1509 b" Kepler "TIC 164558338" 1.91 "" 25.4338197 653.0 "" 0.03448 6.424 14.2 14.8747 6077.0 1.03
"Kepler-1510 b" Kepler "TIC 416529246" 2.97 "" 84.703921 473.0 "" 0.06829 10.447 14.076 14.6898 6286.0 1.13
"Kepler-967 c" Kepler "TIC 120962548" 2.86 "" 198.7112502 236.0 "" 0.21708 8.5374 12.991 13.8681 5080.0 0.63
"Kepler-208 d" Kepler "TIC 270781284" 1.29 "" 11.1317519 992.0 "" 0.00941 4.185 12.547 13.1288 6220.0 1.33
"GJ 1214 b" "MEarth Project" "TIC 467929202" 2.678 6.55 1.5803925 555.0 1.87 "" "" 9.75 11.581 3026.0 0.21
"Kepler-342 b" Kepler "TIC 63293562" 2.47 "" 15.17026921 905.0 "" 0.02248 4.3311 12.22 12.7328 6297.0 1.37
"Kepler-343 c" Kepler "TIC 63120970" 1.53 "" 23.2218189 689.0 "" 0.02129 2.507 13.039 13.65 6122.0 1.05
"Kepler-343 c" Kepler "TIC 63120970" 2.42 "" 23.2218115 746.0 "" 0.02104 2.744 13.039 13.65 5808.0 1.37
"Kepler-347 c" Kepler "TIC 299158566" 1.64 "" 27.3216332 629.0 "" 0.0248 3.763 13.391 14.0431 6092.0 1.0
"Kepler-1545 b" Kepler "TIC 268382450" 2.75 "" 163.692336 274.0 "" 0.1138 6.853 13.643 14.4549 4999.0 0.84
"Kepler-100 d" Kepler "TIC 159654016" 1.5 "" 35.3330866 674.0 "" 0.00938 5.904 10.081 10.6983 5825.0 1.49
"Kepler-20 f" Kepler "TIC 158554588" 1.03 "" 19.57709 629.0 "" 0.0094 3.4555 11.252 11.9623 5443.0 0.94
"Kepler-169 f" Kepler "TIC 120689253" 2.95 "" 87.0912594 321.0 "" 0.11291 7.0 12.729 13.5624 5001.0 0.76
"Kepler-348 c" Kepler "TIC 169180792" 1.07 "" 17.2654644 824.0 "" 0.00771 5.167 11.708 12.2205 6395.0 1.19
"Kepler-1103 b" Kepler "TIC 399951202" 2.04 "" 19.79191978 732.0 "" 0.03855 3.172 13.094 13.6673 6277.0 1.03
"Kepler-1548 b" Kepler "TIC 158487028" 2.57 "" 124.827797 350.0 "" 0.06475 6.479 14.057 14.7676 5349.0 1.03
"Kepler-1165 b" Kepler "TIC 158326744" 1.43 "" 9.478522 950.0 "" 0.0173 6.223 13.362 13.9708 6224.0 1.08
"Kepler-1554 b" Kepler "TIC 120900025" 2.74 "" 198.088774 266.0 "" 0.12554 8.121 14.367 15.1613 5462.0 0.76
"Kepler-1172 b" Kepler "TIC 122507231" 2.4 "" 26.0206 475.0 "" 0.1033 5.6619 14.625 15.3236 5571.0 0.64
"GJ 486 b" "Calar Alto Observatory" "TIC 390651552" 1.305 2.82 1.467119 701.0 7.0 "" "" 7.195 8.8223 3340.0 0.33
"Kepler-362 c" Kepler "TIC 63069779" 1.68 "" 37.8658982 479.0 "" 0.04202 4.948 13.322 14.0054 5776.0 0.73
"Kepler-1114 b" Kepler "TIC 268612417" 2.81 "" 14.97441 871.0 "" 0.0267 2.4781 12.438 13.2211 5469.0 1.5
"K2-315 b" K2 "TIC 70298662" 0.95 "" 3.1443189 460.0 "" "" 0.821 12.665 14.3273 3300.0 0.2
"TOI-561 c" "Transiting Exoplanet Survey Satellite (TESS)" "TIC 377064495" 3.773 "" 10.781327 727.860229 "" 0.120725 4.858829 8.879 9.5273 5391.0 0.88
"TOI-561 f" "Transiting Exoplanet Survey Satellite (TESS)" "TIC 377064495" 2.842 "" 16.371651 633.249084 "" 0.092287 3.478042 8.879 9.5273 5391.0 0.88
"TOI-178 d" "Transiting Exoplanet Survey Satellite (TESS)" "TIC 251848941" 2.592 "" 6.5577 735.0 "" 0.13 2.251 9.372 10.42 4111.0 0.66
"TOI-178 g" "Transiting Exoplanet Survey Satellite (TESS)" "TIC 251848941" 3.751 "" 10.354252 535.939758 "" 0.165707 2.236524 9.372 10.42 4111.0 0.7
"Kepler-114 c" Kepler "TIC 27011135" 1.6 "" 8.041317 623.0 "" 0.055 2.6487 12.035 13.0237 4619.0 0.65
"Kepler-180 b" Kepler "TIC 27532033" 1.52 "" 13.81752 779.0 "" 0.021 3.6904 13.057 13.8216 5730.0 1.04
"Kepler-69 b" Kepler "TIC 275573429" 2.23 "" 13.7223682 746.0 "" 0.05711 5.1231 12.631 13.2617 5637.0 0.94
"Kepler-1651 b" Kepler "TIC 48353358" 1.76 "" 9.8851553 353.0 "" 0.1582 2.556 10.648 12.1042 3545.0 0.32
"Kepler-1677 b" Kepler "TIC 274198958" 2.67 "" 22.06402 712.0 "" 0.03887 4.1 12.605 13.2143 6232.0 1.09
"Kepler-151 b" Kepler "TIC 137410997" 2.8 "" 15.228997 638.0 "" 0.1108 2.589 13.383 14.1701 5439.0 0.81
"Kepler-320 c" Kepler "TIC 275575525" 1.41 "" 17.9346563 777.0 "" 0.01575 5.495 12.546 13.0599 6412.0 1.04
"Kepler-1410 b" Kepler "TIC 122450207" 1.41 "" 60.8713 264.0 "" 0.0703 4.5711 13.586 15.095 4110.0 0.53
"Kepler-1156 b" Kepler "TIC 158842046" 1.25 "" 11.89520511 812.0 "" 0.01726 3.5 13.05 13.6831 6061.0 0.94
